ZipCode,RepCompanyName,TduCompanyName,RepCompany,Product,kwh500,kwh1000,kwh2000,kwh500_PerMo,kwh1000_PerMo,kwh2000_PerMo,PrePaid,Fixed,RateType,Renewable,TermTypeDesc,TermValue,TermType,CancelTypeDesc,CancelType,Website,SpecialTerms,TermsURL,FactsURL,PrepaidURL,Promotion,PromotionDesc
"","","ONCOR ELECTRIC DELIVERY COMPANY","TriEagle Energy","Green Eagle 24",0.0990,0.0940,0.0910,49.5000,94.0000,182.0000,False,1,"Fixed","100","Value","24","24","Text","$20.00 per month left in term","https://www.trieagleenergy.com/residential/default.aspx?utm_source=PowerToChoose&utm_medium=ptc&utm_term=G24%2Bmonth&utm_campaign=PowerToChoose","Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties.<br />","http://www.trieagleenergy.com/docs/tos.pdf","http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-24mo.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Epcot Electric","12 Months Fixed Sunshine",0.1260,0.0960,0.0880,63.0000,96.0000,176.0000,False,1,"Fixed","17","Value","12","12","Value","135.00","http://www.epcotelectric.com/","No Special Terms","https://www.epcotelectric.com/Docs/tos%20residential%20sunshine%2012%203.05.12.pdf","https://www.epcotelectric.com/Docs/aepc%20sunshine%20efl%20030512.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","First Choice Power","First Choice Web Select",0.1010,0.0960,0.0940,50.5000,96.0000,188.0000,False,1,"Fixed","11","Value","12","12","Value","150.00","http://www.firstchoicepower.com/power-to-choose-t","No Special Terms","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=TOS_T207-11_RES_20110601.pdf","https://webportal.billvantage.com/fcp/Archive/fcpratedocs.aspx?doc=EFL_T20760R08_20120327.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Brilliant Energy, LLC","Brilliant Low Price 24 Month Guarantee",0.1230,0.1020,0.1010,61.5000,102.0000,202.0000,False,1,"Fixed","2","Value","24","24","Value","200.00","http://www.brilliantenergyllc.com","Pay by check, credit card, online, bank draft. This offer is exclusive to online enrollments. E-Billing required.","http://www.brilliantenergyllc.com/documents/tos.pdf","	https://www.brilliantenergyllc.com/documents/efl24.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","StarTex Power","Secure 3",0.1030,0.0980,0.0960,51.5000,98.0000,192.0000,False,1,"Fixed","9","Value","3","3","Value","100.00","http://www.startexpower.com/","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-ETF3ND4504SA-TNMP-Fixed-3-20120501.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","YEP","Guaranteed Savings & No Long Term Commitment E-Plan",0.1090,0.0840,0.0790,54.5000,84.0000,158.0000,False,0,"Variable","10","Value","0","0","Text","$0.00","http://www.yeptexas.com","No Special Terms","http://www.yeptexas.com/Docs/FFF%20-%20YEP%27S%20TOS%20-%20YEPRESFLEX%20060107B.pdf","https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","BOUNCE ENERGY","Fantastic Fixed 6",0.1290,0.1050,0.1010,64.5000,105.0000,202.0000,False,1,"Fixed","1","Value","6","6","Value","150.00","http://www.bounceenergy.com/texas/fixed-rate-electricity/msid/51","*Call 1-866-962-6862 to sign up! *Lock in for 6 months. *Rewards Program includes choice of movie tickets or a Starbucks gift card, plus bill credits, and even FREE electricity.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/fantasticfixed6.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Southwest Power & Light","Plant-A-Tree Month to Month E-Plan",0.1080,0.0830,0.0780,54.0000,83.0000,156.0000,False,0,"Variable","10","Value","0","0","Value","0.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01"," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com.","http://www.southwestpl.com/Docs/swpl-tos-flex.pdf","https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen-tree.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","StarTex Power","Star ""Secure"" 9 Month Plan",0.1050,0.1010,0.0990,52.5000,101.0000,198.0000,False,1,"Fixed","9","Value","9","9","Value","150.00","http://www.startexpower.com/","Texans Serving Texans!  Check out our other great rates available!  www.StarTexPower.com ","https://www.startexpower.com/tos/TOS-TFD4440A.pdf","https://www.startexpower.com/efl/EFL-ECF9ND4504SA-CNP-Fixed-9-20120501.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Amigo Energy","Online 12-month Program",0.1090,0.0910,0.0900,54.5000,91.0000,180.0000,False,1,"Fixed","11","Value","12","12","Value","175.00","https://www.amigoenergy.com/Residential/PlansandPrices.aspx?pc=PTC&DUNS=007929441","Online enrollment, e-billing, and auto-draft are required. Call our New Customer Hotline 1-888-995-9299.","http://webs.amigoenergy.com/TOSYRAC/RES_TOS_ENG.pdf","http://webs.amigoenergy.com/EFLPDFs/ptc/AMI_Res_EFL_TNMP_Online_12.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Proton Energy","3 Month Residential Fixed",0.0850,0.0650,0.0650,42.5000,65.0000,130.0000,False,1,"Fixed","10","Value","3","3","Value","20.00","http://protonenergy.net/Contact.html","Offer a no credit check product (Mon To Sat 9 To 5 )","http://dl.dropbox.com/u/9558934/tosproton.pdf","http://dl.dropbox.com/u/9558934/3month.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Potentia Energy","Potentia Peace of Mind 18",0.1210,0.1010,0.1010,60.5000,101.0000,202.0000,False,1,"Fixed","6","Value","18","18","Value","200.00","https://www.potentiaenergy.com/residential.html","Enjoy our award-winning customer service - 2011 Better Business Bureau (BBB) Winner of Distinction. No e-billing or auto bill payment required. Now offering high consumption customers a credit of $9.99 each billing cycle.","https://enrollment.potentiaenergy.com/Documents/RT121911B.pdf","https://enrollment.potentiaenergy.com/Documents/TNMP_PPOM18_1010_050312.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","True Electric","True Savings 6",0.1259,0.1060,0.1060,62.9500,106.0000,212.0000,False,1,"Fixed","0","Value","6","6","Value","79.99","www.trueelectric.com","No Special Terms","http://trueelectric.com/pdf/tos/2011-08-23-DRAFT-Residential-%20TRUE%20V%202.2.pdf","http://trueelectric.com/app/edi/pdf/programs/20120503_FIX6_TE.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Entrust Energy","Entrust 12",0.1120,0.1020,0.0970,56.0000,102.0000,194.0000,False,1,"Fixed","11","Value","12","12","Value","200.00","http://www.entrustenergy.com/enrollments/powertochoose","It's time for a change! Lock in this fixed 12-month competitive plan with no monthly customer fees, no sign up fees, no fees to call us and no fees to pay online. For more information, please visit www.entrustenergy.com, call us toll-free at 1.800.871.8100, or email us at customercare@entrustenergy.com.","http://www.entrustenergy.com/files/uploads/terms_of_service/email/english/Entrust_Energy_Terms_of_Service_02_06012_English1.pdf","http://www.entrustenergy.com/files/uploads/electricity_facts_label/english/TXN4F12010_Entrust12_AEPC_9_7_English_040412.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Reach Energy","Spring Special E-Plan ",0.1090,0.0590,0.0590,54.5000,59.0000,118.0000,False,1,"Fixed","0","Value","3","3","Value","125.00","http://www.reachenergyllc.com/service.html","Limited time only! Special offer for customers.<br />CALL NOW TO START at 1-866-580-1194 ","http://www.reachenergyllc.com/TOS_V20111027.pdf","http://www.reachenergyllc.com/RFqeZZ.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Reliant","Secure Advantage-6 100% Texas Wind",0.1200,0.0900,0.0840,60.0000,90.0000,168.0000,False,1,"Fixed","100","Value","6","6","Value","150.00","http://www.reliant.com/en_US/Page/Shop/Public/misc_Acq_ReTargeting.jsp?txtPromocode=WM1291&s.campaign=A3P_ERCOT_2010WindPTCOffers","$9.95/month base charge if usage falls below 800 kWh in a month. No base charge for usage greater than or equal to 800 kWh/month. The price can change as described by the formula in the Electricity Facts Label and to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges. See reliant.com for more details. This offer is for new customers only who enroll through Power to Choose or by using special promo code; Promo Code Required: WM1291.","http://www.reliant.com/files/09017518806d9b7f.pdf","http://www.reliant.com/files/0901751880abad26.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","BOUNCE ENERGY","Nifty 9",0.1290,0.1050,0.1010,64.5000,105.0000,202.0000,False,1,"Fixed","1","Value","9","9","Value","175.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-9/msid/51","*Call 1-866-962-6862 to sign up! *Lock in your rate for the next 9 bills. *Earn bill credits, companion airfare, and free electricity through our Rewards Program.","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/nifty9.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","Champion Energy Services","Savings Champ-6",0.1025,0.0993,0.0978,51.2500,99.3000,195.6000,False,1,"Fixed","12","Value","6","6","Value","150.00","http://www.championenergyservices.com/promo.asp?promo=POWERTOCHOOSE","Highest in Residential Customer Satisfaction with Retail Electric Service, Two Years in a RowChampion Energy Services received the highest numerical score among residential electric service providers in Texas in the proprietary J.D. Power and Associates 2010-2011 Texas Residential Retail Electric Service Satisfaction Studies (SM). 2011 study based on responses from 8,176 consumers measuring 19 providers and measures opinions of consumers with their electric service provider. Proprietary study results are based on experiences and perceptions of consumers surveyed between September 2010 and June 2011. Your experiences may vary. Visit jdpower.com","https://www.championenergyservices.com/ChampionEnergyServices-ONC-TOS.pdf","https://www.championenergyservices.com/SavingsChamp6.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","YEP","12 Month Fixed Rate Guaranteed E-Plan",0.1140,0.0890,0.0840,57.0000,89.0000,168.0000,False,1,"Fixed","10","Value","12","12","Value","175.00","http://www.yeptexas.com","Sign up and receive YEP's Low Price Guaranty!","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","http://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Southwest Power & Light","18 Months Plant-A-Tree Fixed Rate E-Plan",0.1220,0.0970,0.0920,61.0000,97.0000,184.0000,False,1,"Fixed","10","Value","18","18","Value","175.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01"," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com ","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-18-nongreen-tree.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","Southwest Power & Light","36 month Plant-A-Tree Fixed Rate E-Plan",0.1300,0.1050,0.1000,65.0000,105.0000,200.0000,False,1,"Fixed","10","Value","36","36","Value","175.00","http://www.southwestpl.com/SiteContent.aspx?cd=CPR01","No Special Terms","https://www.southwestpl.com/Docs/swpl-tos-fixed.pdf","https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen-tree.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Gexa Energy","SmoothStart Green",0.1120,0.0980,0.0910,56.0000,98.0000,182.0000,False,0,"Variable","100","Value","1","1","Value","0.00","http://www.gexaenergy.com/PTC","|Get the Light of your life.  For less.  |Lock-in a low fixed rate plan and save.  |Make your bill more predictable with Gexa Energys Budget Billing.  |Free online bill pay and automatic billing options are also available.","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=8995&doctype=TOS","https://www.gexaenergy.com/ComplianceDocFromDB.ashx?rateid=8995&doctype=EFL","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Spark Energy","Power for Heroes 14",0.1210,0.1010,0.0990,60.5000,101.0000,198.0000,False,1,"Fixed","0","Value","14","14","Value","200.00","https://www.sparkenergy.com","No Special Terms","https://www.sparkenergy.com/Documents/pdf/9efedb81-2832-49f5-ba47-07318c0ce670.pdf","http://www.sparkenergy.com/documents/pdf/11bc9743-48f7-46f6-bf46-1ede20db5ff9.pdf","","False","No Promotion",0
"","","ONCOR ELECTRIC DELIVERY COMPANY","APNA Energy ","APNA Super Saver 6",0.1030,0.0830,0.0830,51.5000,83.0000,166.0000,False,1,"Fixed","7","Value","6","6","Value","150.00","https://www.apnaenergy.com/Enroll/EnrollRequest.aspx","Online enrollment, e-billing and Autp-Pay (via credit card or bank draft) required. ","https://www.apnaenergy.com/Docs/tosr0910-7.pdf","https://www.apnaenergy.com/Docs/ss6.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","BOUNCE ENERGY","Nifty 9",0.1210,0.0960,0.0910,60.5000,96.0000,182.0000,False,1,"Fixed","1","Value","9","9","Value","175.00","http://www.bounceenergy.com/texas/fixed-rate-electricity-9/msid/51","*Call 1-866-962-6862 to sign up! *Lock in your rate for the next 9 bills. *Earn bill credits, gift cards, companion airfare, and free electricity through our Rewards Program. ","http://www.bounceenergy.com/terms-of-service-fixed.pdf","http://www.bounceenergy.com/efls/nifty9.pdf","","False","No Promotion",0
"","","CENTERPOINT ENERGY","TXU ENERGY","TXU Energy FlexPower",0.1340,0.1240,0.1190,67.0000,124.0000,238.0000,True,2,"Indexed","11","Value","0","0","Value","0.00","http://www.txu.com/ptc","TXU Energy FlexPower is our one-of-a-kind, no credit check, no deposit, pay-as-you- go plan that delivers savings, flexibility and control over your electricity account.  No more electricity bills or late fees to worry about and you can load money into your account online, on the phone or at thousands of authorized payment locations across Texas.  TXU Energy FlexPower is an indexed plan with a month-to-month term and no early cancellation fee.  Available only in Oncor and CenterPoint service areas to residential customers with a provisioned smart meter.","http://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf","http://www.txu.com/~/media/Files/Marketing/Residential/EFLs/CPXPREPA0000AB_ENG.pdf","http://www.txu.com/~/media/Files/Documents/Prepaid/en/CPXPREPA0000AA-DISC.pdf","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","Reach Energy","Spring Special E-Plan 3 Months",0.1190,0.0690,0.0690,59.5000,69.0000,138.0000,False,1,"Fixed","0","Value","3","3","Value","125.00","http://www.reachenergyllc.com/service.html","Limited time only! Special offer for customers.CALL NOW TO START at 1-866-580-1194 ","http://www.reachenergyllc.com/TOS_V20111027.pdf","http://www.reachenergyllc.com/RFqeZZ.pdf","","False","No Promotion",0
"","","TEXAS-NEW MEXICO POWER COMPANY","Direct Energy","Pure Texas Wind Plan",0.1140,0.1040,0.1000,57.0000,104.0000,200.0000,False,1,"Fixed","100","Value","12","12","Value","200.00","https://www.directenergy.com/EN/Texas/RES/Pages/TXEnrollment.aspx?offercd=PWR2CHSE&Program=TXNM1090","- On-line enrollments only.- Lock in a great price and enjoy the peace of mind knowing your rates will not increase over the plan term.- Wind power created in Texas. 99% air pollution-free, supports a clean environment.","https://www.directenergy.com/DocFiles/DE_FV_TOS_EN_091211.pdf","https://www.directenergy.com/DocFiles/TXNM1090_EFL_FV_Res_Eng_011012.pdf","","False","No Promotion",0
"","","AEP TEXAS NORTH COMPANY","Southwest Power & Light","Texas Independence Month to Month E-Plan ",0.1090,0.0820,0.0760,54.5000,82.0000,152.0000,False,0,"Variable","10","Value","0","0","Value","0.00","http://www.southwestpl.com/","Sign up and receive Southwest's Lone Star Guaranty!","http://www.southwestpl.com/Docs/swpl-tos-flex.pdf","https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen.pdf","","False","No Promotion",0
"","","AEP TEXAS CENTRAL COMPANY","YEP","Green Earth 100% Renewable E-Plan with 12 Month Fixed Term",0.1220,0.0970,0.0920,61.0000,97.0000,184.0000,False,1,"Fixed","100","Value","12","12","Value","175.00","http://www.yeptexas.com","No Special Terms","http://www.yeptexas.com/Docs/yep-tos-fixed.pdf","http://www.yeptexas.com/Docs/yep-efl-fixed-12-green.pdf","","False","No Promotion",0
